valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,language
0.0336,1937,0.98,"['Richard Wagner', 'Charles Münch', 'Eileen Farrell']",0.123,404587,0.188,0,1nQZHFWt8tmui5CrE0gYuO,0.125,11,0.144,-17.208,1,"Mild und leise, wie er lächelnd (Liebestod)",0,1937,0.0439,60.389,de
0.815,1937,0.743,['The 1937 Flood'],0.615,198950,0.518,0,1opBdvyTezAanT31t9lOZl,0,0,0.134,-8.863,1,I Got Mine,0,1937,0.0437,112.717,en
0.643,1937,0.992,['Master Dhulia'],0.524,207296,0.256,0,1tfNa9v9hgA75eBm9eeAu4,0.137,0,0.136,-9.89,1,Aan Phansi Ab Ban Men Bhaiya,0,31/12/1937,0.0584,67.323,No match found
0.752,1937,0.695,['The 1937 Flood'],0.583,183200,0.367,0,1vQO9W3YxySYISMyaw5C7v,0,7,0.195,-7.426,1,Beale Street Blues,0,1937,0.0508,135.146,en
0.691,1937,0.993,['Ελευθέριος Βενιζέλος'],0.544,121626,0.57,0,1ytOP7j9BC46u4aq6bP6WS,1.08E-06,2,0.384,-16.878,1,Ομιλία του Ελευθέριου Βενιζέλου προς τον Ελληνικό λαό,0,01/01/1937,0.564,40.355,No match found
0.318,1937,0.984,['Safiye Ayla'],0.233,206132,0.436,0,1zN7mE6prRbIwLRHZwQJZh,0.00141,5,0.822,-8.756,0,Sende mi Hala Esiri,0,14/10/1937,0.106,168.702,tr
0.715,1937,0.746,['The 1937 Flood'],0.551,137401,0.381,0,23Mzqre2EwDToBbVqccbZ1,0.000125,7,0.269,-10.538,1,Ain't Misbehavin',0,1937,0.0456,135.208,en
0.963,1937,0.918,['Carmen Miranda'],0.73,182467,0.522,0,24vwzlfCzC4AwPaNseqyVn,0.000304,7,0.363,-12.263,1,Baiana Do Tabuleiro,0,1937,0.0574,110.327,pt
0.795,1937,0.757,['The 1937 Flood'],0.534,161620,0.379,0,259xWr18XBYxqriqkb1x0G,0,7,0.169,-10.332,1,Abilene,0,1937,0.0388,137.046,en
0.808,1937,0.996,"['Naseem Bano', 'Prem Adib']",0.582,201799,0.112,0,26gGOW4bW9Hi2qDxuPedhQ,0.13,2,0.218,-11.461,1,Pyari Pyari Aaj Ulfut Ki Duniya,0,31/12/1937,0.409,71.651,so
0.944,1937,0.872,['Carmen Miranda'],0.815,184200,0.401,0,27rF4JN0qqIdSEDc3Mlw0B,0.0017,3,0.23,-12.941,1,Dona Geisha,0,1937,0.115,137.419,en
0.582,1937,0.989,['Maya Banerjee'],0.435,198856,0.0943,0,2BZcDjGp2Ipo0Hos06FLN9,0.00372,5,0.337,-15.168,1,Aa Ri Sakhi Ri,0,31/12/1937,0.108,174.759,id
0.773,1937,0.992,"['Francisco Canaro', 'Roberto Maida']",0.527,164840,0.234,0,2DR22iZVrGugktQG2Dh44d,0.0511,11,0.116,-12.093,1,Si Yo Te Contara - Remasterizado,0,18/01/1937,0.0615,118.4,es
0.676,1937,0.955,"[""Juan D'Arienzo""]",0.829,149368,0.213,0,2HPsVBUNWt6Q5MK5TGrhcL,0.0742,4,0.267,-12.728,0,Champagne Tango,0,12/04/1937,0.201,131.729,en
0.133,1937,0.774,['The 1937 Flood'],0.444,283707,0.33,0,2JmigHIIWdMGYznUj8CIDb,0.0761,11,0.101,-11.977,0,Wayfarin' Stranger (Live),0,1937,0.0271,111.4,en
0.591,1937,0.971,['Shanta Apte'],0.385,203133,0.227,0,2LidbK6JjwkmdtG0r6Tqt1,0.000547,8,0.12,-9.953,1,"Har Gali Men Hain Bagiche (From ""Wahan"")",0,01/01/1937,0.0454,83.952,No match found
0.565,1937,0.0806,['Springtoifel'],0.348,166333,0.569,0,2PfqsyozibywP4rPIONK76,0,2,0.0992,-9.918,1,Skinhead-Girl,0,1937,0.0562,89.989,ru
0.455,1937,0.000518,['Springtoifel'],0.296,256000,0.843,0,2SUMucpuNI4qauggnonbza,0,9,0.126,-9.075,0,Horde Wilder,0,1937,0.0375,91.73,de
0.545,1937,0.82,"['Rajkumari', 'Lallubhai Naik', 'Ismail']",0.373,203593,0.323,0,2V6bUm435QZmlMO1JtooSM,1.72E-05,5,0.738,-14.569,1,Kabhi Tumko Humse Bhi Pyar Tha,0,31/12/1937,0.0579,146.334,sw
0.895,1937,0.992,"['Francisco Canaro', 'Roberto Maida']",0.755,175400,0.463,0,2ZmM8VSVTYj0BsatTY4Xq3,0.308,7,0.267,-10.846,1,Allà en el Rancho Grande - Remasterizado,0,18/01/1937,0.105,126.824,es
0.67,1937,0.945,"[""Juan D'Arienzo""]",0.88,193698,0.203,0,2f9Hnz0hGnF8i1jGRmwF0p,0.328,9,0.0356,-12.141,1,El triunfo,0,12/04/1937,0.085,129.469,es
0.867,1937,0.608,['The 1937 Flood'],0.549,113764,0.57,0,2fFvUFDld9WCRqhs06ewJ6,0.386,2,0.138,-9.433,1,Ragtime Annie,0,1937,0.0456,115.511,en
0.0969,1937,0.803,['Mushy Peas'],0.411,219874,0.354,0,2fM7p3skZQrnkEw5v542ru,0.00115,2,0.0782,-11.254,1,One,0,17/01/1937,0.0417,147.863,en
0.915,1937,0.927,"['Carmen Miranda', 'Barbosa Junior']",0.723,169573,0.259,0,2imOWNxBgWz9ayTOMxhSui,0,0,0.154,-18.586,1,Quem É?,0,1937,0.162,77.327,pt
0.761,1937,0.856,['The 1937 Flood'],0.531,157160,0.457,0,2mWgc4nyi5DuvH0ffEsSRQ,0,2,0.0932,-7.222,1,Please Don't Talk About Me When I'm Gone,0,1937,0.0417,156.268,en
0.954,1937,0.9,['Carmen Miranda'],0.734,176773,0.344,0,2oHEkbrnA2X26ZmRWxOynU,0.0736,3,0.319,-12.147,1,Reminiscência Triste,0,1937,0.0499,98.864,en
0.219,1937,0.991,['Janabai Pawar'],0.401,189939,0.0768,0,2oRx7AxQhAVADRDm5JWSkZ,0.0314,10,0.184,-10.558,1,Taat Bichhude Hriday Ko,0,31/12/1937,0.101,75.598,No match found
0.371,1937,0.681,['The 1937 Flood'],0.258,228293,0.28,0,2pAphIGAE5LZXUQ4FHXWSK,5.93E-05,7,0.713,-13.57,1,I Still Miss Someone (Live),0,1937,0.0327,161.414,en
0.786,1937,0.466,['Mushy Peas'],0.626,262976,0.262,0,2tZh9tABC2gtF4XXxIr0xj,0.0017,7,0.352,-12.502,1,Twenty,0,17/01/1937,0.0636,179.393,en
0.571,1937,0.878,"['Gene Krupa & His Orchestra', 'Roy Eldridge', ""Anita O'Day""]",0.525,183040,0.323,0,2vLJwilmgyR59SXcaVIeyc,0.000427,5,0.0878,-10.553,0,Let Me Off Uptown (feat. Roy Eldridge & Anita O'Day),0,1937,0.0708,76.412,No match found
0.402,1937,0.988,"['Francisco Canaro', 'Roberto Maida']",0.392,206000,0.499,0,2vyWt57TTI38yT5pMQ8ton,0.058,2,0.174,-5.754,0,Milonga Triste - Remasterizado,0,18/01/1937,0.0636,75.903,es
0.83,1937,0.95,['Artie Shaw'],0.495,182173,0.238,0,2x0ujvWfNixramgczLTKPc,0.0592,9,0.265,-12.187,0,Frenesi,0,1937,0.0447,149.588,en
0.584,1937,0.799,['The 1937 Flood'],0.513,253320,0.321,0,2yPXvcBuHvDM30xSRQ0l2u,0,7,0.113,-13.187,1,You Ain't Goin' Nowhere (Live),0,1937,0.0489,115.823,en
0.854,1937,0.793,['Charlie Barnet & His Orchestra'],0.706,194480,0.36,0,34y2tmIcjXaaoiJd6YfwSL,0.144,6,0.283,-12.11,1,Cherokee,0,1937,0.069,87.627,en
0.132,1937,0.958,['Mushy Peas'],0.494,245134,0.211,0,38LlGkn94xgQ5AoDsGaaO6,0.0699,2,0.121,-12.776,1,Twelve,0,17/01/1937,0.0534,95.391,en
0.425,1937,0.987,['Bibbo'],0.345,200520,0.216,0,3AACkO2hil4vcHNgJqKyYw,0.185,5,0.257,-10.867,0,Sansar Ho Prem Ka Mandir,0,31/12/1937,0.0532,75.866,et
0.857,1937,0.991,"['Francisco Canaro', 'Roberto Maida']",0.695,168893,0.31,0,3FAPlhBwzDXjWEeQuWJZbd,0.202,10,0.107,-14.221,1,Juventud - Remasterizado,0,18/01/1937,0.0614,129.821,pt
0.789,1937,0.994,"['Devika Rani', 'Saraswati Devi']",0.565,187652,0.385,0,3GczseCWqLPncRXJLBEnBx,0.00246,1,0.214,-7.648,1,"Utho Utho Begi Utho Sajanwa (From ""Savitri"")",0,31/12/1937,0.0432,127.047,No match found
0.625,1937,0.752,['The 1937 Flood'],0.409,211787,0.241,0,3HpNl6rI1xebyrGYMDf4fu,0.000676,9,0.126,-12.61,1,Closer Walk with Thee,0,1937,0.0399,137.335,en
0.519,1937,0.0182,['Springtoifel'],0.404,214093,0.945,0,3KfZQjjRnyLP4Hr9Sjd0wW,0,2,0.621,-4.636,1,Wir Sind Mainzer,0,1937,0.0929,160.189,de
0.396,1937,0.99,"['Francisco Canaro', 'Roberto Maida']",0.415,205600,0.295,0,3Njw6v28EX4SeuxB0TJUDV,0.0333,2,0.157,-9.194,0,Mamita - Remasterizado,0,18/01/1937,0.0404,173.278,es
0.843,1937,0.782,['The 1937 Flood'],0.516,190439,0.504,0,3O0QPvNUyQPn4jwxVP9kKX,2.77E-06,9,0.297,-8.06,1,Down in the Flood,0,1937,0.11,143.907,en
0.481,1937,0.00781,['Springtoifel'],0.32,315813,0.801,0,3QITddZ52sg9i4uFnGneNj,0,2,0.122,-9.521,1,Neutorstrassenboogie,0,1937,0.0763,130.782,No match found
0.18,1937,0.957,"['Richard Wagner', 'Otto Wiener', 'Joseph Keilberth']",0.11,63240,0.108,0,3Ro7C3cPTPmwMd8TcFU8bQ,5.95E-06,7,0.168,-23.811,1,3. Aufzug: Die selige Morgentraum-Deutweise,0,1937,0.0396,175.388,No match found
0.325,1937,0.704,['Mushy Peas'],0.643,199054,0.455,0,3U3EnJOSGamxCes6jdRdfO,0.0459,9,0.129,-12.647,1,Four,0,17/01/1937,0.0675,96.38,en
0.896,1937,0.961,['Manikmala'],0.552,180164,0.415,0,3UDOprsCD6DkR3aZap0R5h,0.00104,2,0.45,-8.902,1,Saqi Idhar Bhi Jaam,0,31/12/1937,0.0609,137.528,de
0.887,1937,0.732,['The 1937 Flood'],0.649,250280,0.439,0,3aYwPykOVmPMNxYo4CCH9E,2.62E-06,0,0.594,-12.745,1,Coney Island Washboard Roundelay,0,1937,0.613,117.217,en
0.624,1937,0.974,['Devika Rani'],0.455,225366,0.297,0,3bFTb2xXhNADFqNigRkdwt,0,4,0.426,-9.26,1,Kit Jaoge Kanhaiya,0,31/12/1937,0.0377,142.413,en
0.933,1937,0.938,['Carmen Miranda'],0.711,157733,0.397,0,3dlAbXXsn6l8yvrVpm4rdp,0.0108,0,0.0974,-12.974,1,Primavera Da Vida,0,1937,0.0728,141.328,pt
0.679,1937,0.727,['The 1937 Flood'],0.47,275387,0.281,0,3ejZGfXEhvYIHqsWOS08Ie,8.57E-05,7,0.209,-12.412,1,Whinin' Boy,0,1937,0.0464,133.674,en
0.85,1937,0.991,"['Francisco Canaro', 'Roberto Maida']",0.702,176307,0.32,0,3f8eNj7ldJx14dWZqAO7V2,0.0234,7,0.135,-6.831,0,Resentimiento - Remasterizado,0,18/01/1937,0.0648,119.597,pt
0.309,1937,0.979,"['Francisco Canaro', 'Roberto Maida']",0.373,192907,0.366,0,3fGR5laUHjEOWE0LDv806n,0.0207,3,0.287,-7.486,1,Mal de Amores - Remasterizado,0,18/01/1937,0.0492,143.079,pt
0.223,1937,0.989,"['Carl Maria von Weber', 'Erna Berger', 'Staatskapelle Berlin', 'Johannes Schüler']",0.419,422382,0.0951,0,3gUIqaZkjqx0T4X2keZRfp,2.89E-06,0,0.146,-15.435,1,Scene And Aria Of Ines,0,01/01/1937,0.0518,109.475,en
0.218,1937,0.986,['Ahmed Dilawar'],0.393,199558,0.208,0,3qicAbRsWo2IRHrIhF91Ov,0,7,0.598,-9.972,1,Tum Jo Roothe To Dushman Zamana,0,31/12/1937,0.0551,81.348,id
0.794,1937,0.675,['Springtoifel'],0.585,234933,0.76,0,3qkXZE5vYFgD4HZVXiIRsA,0,7,0.296,-6.128,1,Holiday in Guantanamo Bay,0,1937,0.0468,125.138,en
0.6,1937,0.0594,['Springtoifel'],0.358,157293,0.637,0,3tu1qSG0Zj0TjIuZNkTJ2A,0,2,0.578,-11.036,1,Handbrems,0,1937,0.0477,132.12,de
0.429,1937,0.264,['The 1937 Flood'],0.402,184347,0.217,0,3ugujurvwhvI9G1yHZIypE,0,7,0.787,-11.279,1,Seven Bridges Road (Live),0,1937,0.0411,112.602,en
0.677,1937,0.996,['Μαρίκα Παπαγκίκα'],0.422,97515,0.183,0,3uoDqhteVw2efrftOeTpTl,0.189,4,0.206,-12.571,0,Μπάτε συντρόφοι στο χορό,0,01/01/1937,0.0415,97.922,No match found
0.552,1937,0.993,['Maya Banerjee'],0.695,201369,0.0732,0,3yUv6JD6rMC1f1fxR6YvTN,0.00645,5,0.156,-11.226,0,Sajan Ke Vaste Main,0,31/12/1937,0.241,137.974,id
0.793,1937,0.99,['Carmen Miranda'],0.601,166867,0.198,0,3zDBfzWG4UuD6Y7foVXfys,0.0244,11,0.243,-17.39,0,Cabaret No Morro,0,1937,0.112,127.277,en
0.773,1937,0.994,['Devika Rani'],0.317,192993,0.52,0,40kzeuEOuzq2Tozr0sfV16,0.355,11,0.136,-9.879,0,Bane Chandni Ka Palna,0,31/12/1937,0.0489,79.15,id
0.715,1937,0.988,"['Francisco Canaro', 'Roberto Maida']",0.753,203107,0.452,0,432s3Bl6UYFAEOMfPLSgSU,0.000274,5,0.216,-6.342,1,Desconfiale - Remasterizado,0,18/01/1937,0.118,121.093,pt
0.766,1937,0.918,"['Carmen Miranda', 'Sylvio Caldas']",0.596,160933,0.289,0,46A4BulwZoSrkNWri0XcAS,0.305,9,0.245,-15.102,0,Fon Fon,0,1937,0.0528,113.635,en
0.899,1937,0.884,['Carmen Miranda'],0.619,167627,0.317,0,47n7DdbrJWlp9B0MIay5C4,0.028,11,0.148,-11.759,0,O Samba E O Tango,0,1937,0.0948,125.225,pt
0.962,1937,0.608,['Χορωδία και μπάντα'],0.649,80940,0.498,0,4B66KFQd3Ute024uMfwgxj,0,9,0.542,-10.053,1,Μαύρη είν' η νύχτα στα βουνά,0,01/01/1937,0.051,109.786,el
0.38,1937,0.667,['Planet Music'],0.779,213000,0.779,0,4BWxxSM5YDFbiUIY1fF7Wd,0.0303,5,0.31,-5.308,0,Things U DID to ME,0,01/01/1937,0.185,88.001,en
0.809,1937,0.733,['Carmen Miranda'],0.644,175933,0.464,0,4CQW4wdsKqXo6ldNHQgHPm,0.000145,9,0.192,-13.36,1,Novo Amor,0,1937,0.0771,110.983,pt
0.249,1938,0.995,['K.C.Dey'],0.38,273427,0.158,0,1LbVwK3A7pXGDmr2tho1oW,0.242,10,0.163,-13.005,1,Ei To Madhobi Tole,0,31/12/1938,0.069,69.438,No match found
0.846,1938,0.992,['Leadbelly with Sarah & Jim Garland'],0.495,225045,0.248,0,1No445ylKhDI5yoYzXnW3t,9.27E-06,3,0.421,-14.984,1,Rock Of Ages (2023-A),0,1938,0.0591,205.98,en
0.595,1938,0.995,['Cristian Vasile'],0.602,167236,0.249,0,1QL9pO5VxAyRwzTvY2kbbX,2.54E-06,2,0.383,-12.322,1,"Jyra, jyra",0,01/01/1938,0.0459,116.068,es
0.533,1938,0.976,"['Rajkumari', 'Kantilal', 'Ram Apte']",0.355,178857,0.324,0,1S7m1Wt43zGR7E49bkrlUw,0.153,5,0.579,-10.242,0,Aisi Nagariya Jana Humko,0,31/12/1938,0.0362,92.924,No match found
0.69,1938,0.991,"['Francisco Canaro', 'Roberto Maida']",0.592,157293,0.338,0,1T3PHRBUY0YBBvmR08HzXU,0.00891,5,0.0731,-7.517,1,25 de Mayo - Remasterizado,0,24/01/1938,0.0538,128.867,en
0.241,1938,0.994,['Lead Belly'],0.426,307749,0.422,0,1WZJ6z7sPmXzzDtgmyCjgc,0.000288,4,0.111,-15.404,1,Whoa Back Buck (Whoa Goddam) (2 Parts) (154-B),0,1938,0.943,80.633,No match found
0.177,1938,0.934,"['Sierra Nelson', 'Ricardo Alvarez']",0.492,266315,0.104,0,1aqjIHADlHdZIwSQorUqjo,0.000612,8,0.0941,-23.323,1,Somewhere Over the Rainbow,0,1938,0.0325,79.62,en
0.866,1938,0.973,"['Francisco Canaro', 'Roberto Maida']",0.643,163013,0.399,0,1c4EzJ4T1cF409spSFFc1R,0.0173,1,0.0659,-5.902,0,Las Cuarenta - Remasterizado,0,21/01/1938,0.0613,126.405,es
0.757,1938,0.99,"['Ishwarlal', 'Ila Devi']",0.58,199438,0.242,0,1doetRcdwUWrp9XkWVnDN2,0.000733,9,0.853,-10.538,1,Nir Bharan Kaise Jaoon Akeli,0,31/12/1938,0.107,125.733,id
0.375,1938,0.996,['Paraguassu'],0.629,190113,0.176,0,1f8KVgYmWmQkO0pGYsaHWL,5.52E-05,6,0.18,-13.912,1,Poeta do Sertão,0,01/12/1938,0.09,119.022,pt
0.969,1938,0.977,"['Francisco Canaro', 'Roberto Maida']",0.746,152747,0.561,0,1feEWQNfpXvcSN6ucWyUDJ,0.189,7,0.0494,-8.754,1,Pedile Permiso - Remasterizado,0,24/01/1938,0.054,126.132,en
0.837,1938,0.99,"['Francisco Canaro', 'Roberto Maida']",0.605,175507,0.356,0,1fgZ5zbBFelMrHGVxJ2v64,0.0709,9,0.169,-6.623,0,Nada Más - Remasterizado,0,24/01/1938,0.0445,130.374,pt
0.718,1938,0.975,"['Theo Lingen', 'Gunter Neumann', 'Werner Oehlschlaeger']",0.634,161761,0.182,0,1pSSzHmvuk549L2GnO9mex,6.19E-05,2,0.133,-18.076,0,Ballade vom semmelblonden Emil,0,26/04/1938,0.535,166.295,No match found
0.327,1938,0.755,['Lead Belly'],0.403,76800,0.218,0,1wpvGC0w6Cmar5hilA2JM6,0.00205,6,0.49,-16.445,0,All Out And Down (995-B-3),0,1938,0.415,79.911,No match found
0.708,1938,0.996,['Paraguassu'],0.665,166475,0.248,0,22qbiFtw62sQWIDzJDb2lL,0.00196,7,0.188,-13.287,1,Coco de Indaiá,0,01/12/1938,0.0762,92.935,pt
0.635,1938,0.982,['Benny Goodman'],0.649,16640,0.384,0,26AUxgMYVZkahwZsxnpuWs,0.000332,1,0.129,-21.278,1,Swingtime In the Rockies - Live,0,1938,0.953,156.661,en
0.284,1938,0.987,['Ratneswar Mukherjee'],0.303,212520,0.254,0,2BhEIxv0WQ4mVZfjRBT0lr,0.113,0,0.122,-13.084,0,Kiba Marakata Manju Manu Mukhamandala,0,31/12/1938,0.053,71.355,No match found
0.34,1938,0.966,['Kamala Pattadar'],0.392,194120,0.237,0,2D2TFzdtKZuZgwIwHirIPk,7.67E-05,6,0.22,-10.526,1,Naba Jaladharatanu,0,31/12/1938,0.0977,188.436,No match found
0.737,1938,0.963,['Benny Goodman'],0.623,15307,0.274,0,2H7m6mWjXbNBH6vspeBt9K,0,0,0.131,-22.603,0,Conclusion - Live,0,1938,0.952,170.036,en
0.498,1938,0.892,['Pratima Banerjee'],0.589,209427,0.178,0,2IvkizpGv0UfYtKJleAQgj,0,7,0.0932,-11.843,1,Lalita Go Dhik Rahu Jibane,0,31/12/1938,0.0859,116.166,en
0.776,1938,0.995,['Lead Belly'],0.403,324624,0.278,0,2XMwsfLePzN4hWNU0wZ75l,0.000448,9,0.341,-14.389,1,I'm All Out And Down (156-B),0,1938,0.42,87.306,en
0.341,1938,0.967,['Tusharkana Pal'],0.42,202253,0.307,0,2YYpnL3LkjBXbywytrwEOM,0.000686,4,0.42,-11.454,0,Shunoite Kanu Murli Rab Madhuri,0,31/12/1938,0.0445,75.633,No match found
0.808,1938,0.982,['Francisco Canaro'],0.617,185560,0.409,0,2YaxAiWz5aZ8JeTxxBx54q,0.215,0,0.24,-7.827,1,Vieja Amiga - Instrumental (Remasterizado),0,24/01/1938,0.0511,134.972,es
0.426,1938,0.986,['Jean Moscopol'],0.366,183980,0.245,0,2eC08s95nsrt1pLIvQSERw,9.72E-06,4,0.418,-14.853,1,Norocul meu esti tu,0,01/01/1938,0.0434,130.943,ro
0.573,1938,0.991,['Prof. Ramanand'],0.426,188941,0.119,0,2eXvK7vDoxYdmV9tBMHSvD,0.00569,1,0.0992,-12.302,1,Devdasi Haar Gaya Is Jeevan Se,0,31/12/1938,0.121,128.249,id
0.825,1938,0.961,"['Francisco Canaro', 'Francisco Amor']",0.671,189173,0.619,0,2gAoDNRk8zUarLo6bwLCRk,0.114,8,0.099,-7.151,0,Salu...Salu - Remasterizado,0,24/01/1938,0.0467,98.262,es
0.764,1938,0.936,"['Francisco Canaro', 'Roberto Maida']",0.418,170493,0.48,0,2gYqVN3mp6jnTIZLBPrX66,0.319,1,0.301,-5.701,0,Romántica - Remasterizado,0,24/01/1938,0.0731,178.007,en
0.566,1938,0.961,['Jean Moscopol'],0.523,152660,0.279,0,2hX4tVkxhPfArlKibOOVB6,0,7,0.358,-12.051,1,"Mamă, eu vreau să mă'nsor",0,01/01/1938,0.165,121,ro
0.962,1938,0.85,"['Francisco Canaro', 'Roberto Maida']",0.66,171880,0.682,0,2rGOLUBdflmuthJWBleyz6,0.0989,1,0.108,-8.397,1,Aura Que No Ve la Vieja - Remasterizado,0,24/01/1938,0.159,158.033,pt
0.665,1938,0.944,"['Gunter Neumann', 'Theo Lingen', 'Werner Oehlschlaeger']",0.623,196123,0.276,0,2rxWD9BO1n9PPaboxU4bwY,6.00E-05,5,0.122,-18.106,1,Der Schallplattenverkäufer,0,15/03/1938,0.88,76.365,No match found
0.209,1938,0.993,['Harish'],0.393,194315,0.251,0,2wG0uutEKkUfeHdjg85b7U,0.0375,11,0.273,-10.237,0,Aaya Tha Main Prem Mandir Men,0,31/12/1938,0.0634,87.662,No match found
0.961,1938,0.911,['Francisco Canaro'],0.743,164107,0.477,0,30pZxeyclaz7RBlA7EBjXC,0.208,9,0.0429,-8.05,1,Pura Parada - Instrumental (Remasterizado),0,24/01/1938,0.115,135.822,pt
0.58,1938,0.544,"['Sierra Nelson', 'Ricardo Alvarez']",0.587,176679,0.384,0,33KgcJ0eaBfvcXXZPoXiAi,0,9,0.13,-15.836,1,Through Heaven's Eyes,0,1938,0.0504,120.199,en
0.628,1938,0.988,['Ila Devi'],0.525,200748,0.273,0,33U57R8Jvfz1j5BFDYDWhX,0.00176,2,0.24,-9.689,1,Aaj Mile Ban Men Banwari,0,31/12/1938,0.0646,93.681,en
0.729,1938,0.967,['Benny Goodman'],0.702,26773,0.205,0,38J49nZLydRsZG2F8g32Ze,4.68E-06,10,0.124,-22.259,1,Life Goes to a Party - Live,0,1938,0.962,78.835,en
0.866,1938,0.989,"['Francisco Canaro', 'Roberto Maida']",0.543,149320,0.538,0,39kPF7F05bUK0wVOsy3OAM,0.012,0,0.303,-6.512,1,Adiós Muchachos - Remasterizado,0,24/01/1938,0.13,136.979,es
0.362,1938,0.996,['Paraguassu'],0.468,173926,0.103,0,3Dd4LMqWBf8KnrXEVuJ3ny,2.01E-05,1,0.106,-16.609,1,Tristeza do Jeca,0,01/12/1938,0.0348,118.461,pt
0.632,1938,0.985,"['Ghori', 'Miss Khatun']",0.281,118000,0.396,0,3E4hhhjPEeVSfgJrqnvXYQ,0.000614,10,0.801,-11.8,1,Man Ki Baten Hai Sab Man Mein,0,31/12/1938,0.0432,177.666,id
0.932,1938,0.995,['Lead Belly'],0.535,246831,0.325,0,3G4gLi862SMGUJeeEp4L9M,0.117,9,0.369,-15.873,1,Billy In The Low Ground (155-A),0,1938,0.508,117.217,en
0,1938,0,['Benny Goodman'],0,5991,0,0,3IcXTeq9O2dpsSXsDj9naH,0,0,0,-60,0,Pause Track - Live,0,1938,0,0,en
0.587,1938,0.881,['Pratima Banerjee'],0.599,190507,0.205,0,3ItPKH8dUDoyxrB4saljYr,0,7,0.378,-11.255,0,Kishori Baani Shuniya,0,31/12/1938,0.139,129.849,en
0.491,1938,0.989,['Jean Moscopol'],0.507,153234,0.149,0,3MlifJwBmM9YtlxhN982ZU,0.00371,5,0.125,-14.837,0,Toate trec,0,01/01/1938,0.051,83.547,ro
0.727,1938,0.882,['Francisco Canaro'],0.574,160053,0.538,0,3QuC8oDE2oHDZJLJ6YdH49,0.0601,7,0.165,-8.435,1,Mate Amargo - Instrumental (Remasterizado),0,24/01/1938,0.0596,149.875,it
0.456,1938,0.981,"['White Star', 'Jean Moscopol']",0.506,184790,0.12,0,3TJPsNWGqvrM3Rryya9hVX,6.73E-05,4,0.295,-11.685,1,Tango des Roses,0,01/01/1938,0.0584,110.825,fr
0.602,1938,0.978,['Jean Moscopol'],0.751,205140,0.269,0,3YnJeGb1XTNShfqZTcmuZM,0.000537,9,0.164,-11.565,1,Nevasta mea,0,01/01/1938,0.167,117.603,ro
0.584,1938,0.809,"['Surendra', 'Bibbo']",0.479,200200,0.3,0,3ZGlNnktD0k0tL0ccoATKl,0.124,7,0.625,-11.291,1,Main Tere Gale Ki Mala,0,01/12/1938,0.0573,119.623,id
0.801,1938,0.989,"['Francisco Canaro', 'Roberto Maida']",0.687,150920,0.39,0,3a2TQ8rhRnJn5vbgX5yP4R,0.00213,7,0.0767,-9.064,1,Calecita de Mi Novia - Remasterizado,0,24/01/1938,0.127,128.008,es
0.582,1938,0.987,['Sabita Devi'],0.566,201877,0.171,0,3am2NRnlLLszCtXRdy7lGf,0.088,2,0.212,-8.798,0,Koi Geet Manohar Nyara,0,31/12/1938,0.103,96.677,de
0.25,1938,0.996,['Paraguassu'],0.474,179162,0.133,0,3bfeTnVXGtZPprwhE14NQT,0.059,1,0.109,-15.241,0,Portera Véia,0,01/12/1938,0.0522,168.926,es
0.549,1938,0.994,['Cristian Vasile'],0.424,188735,0.218,0,3bhSY5Uh6J9kUz2gWvKt7p,0.00012,4,0.426,-15.493,0,Ochii tăi m-au vrăjit,0,01/01/1938,0.0482,104.223,ro
0.37,1938,0.978,['Jean Moscopol'],0.469,168934,0.225,0,3lReViWFvRu2evSeYFELue,4.42E-06,2,0.317,-10.925,1,Vei fi a mea,0,01/01/1938,0.036,125.261,ro
0.178,1938,0.996,['Paraguassu'],0.361,203645,0.121,0,3uzn5ySDujsEJAUMH0xi1z,0.0103,9,0.101,-15.872,1,A Choça do Monte,0,01/12/1938,0.0403,80.36,pt
0.969,1938,0.984,['Lead Belly'],0.645,72960,0.471,0,3y6XuyQbkjxAH04wiH1Anb,0.0162,10,0.24,-14.445,1,Polly-Polly-Wee (993-A-2),0,1938,0.0443,113.9,No match found
0.932,1938,0.974,['Lead Belly'],0.44,272718,0.287,0,3yhhT7tr6RH12aQhUJtRWU,0.00567,9,0.391,-11.942,1,Send Down Your Hand (151-B),0,1938,0.0771,79.674,en
0.339,1938,0.814,['Vic Damone'],0.31,161080,0.267,0,429bDvpyYbf9yheK6l8bSQ,0,8,0.0776,-15.487,1,"Never Will I Marry - (from the musical ""Green Wilow"")",0,1938,0.0385,118.104,en
0.499,1938,0.991,['Rajkumari Calcutta'],0.484,166613,0.278,0,44Y09TCaktM7SKKndx7qJf,0.238,9,0.351,-11.111,1,Tum Ho Raja Mere Man Ke,0,31/12/1938,0.0536,72.783,en
0.331,1938,0.993,['Mohammed Abdel Wahab'],0.501,392073,0.0776,0,46kC9s6HXyT1b8r7JRxQXw,0.00393,5,0.12,-14.901,1,Al Hwa Wa Alshabab,0,01/01/1938,0.0489,121.554,No match found
0.331,1938,0.986,"['Kantilal', 'Sunita Devi']",0.406,202058,0.211,0,4AutZPmdZvV0nWdajVYCiX,0.0857,3,0.254,-12.895,1,Darde Dil Ki Bimari,0,31/12/1938,0.0559,134.605,id
